Sample	Segment	Distance	Path
SRR27181538	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181538/MSA_NA.fa
SRR27181538	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181538/MSA_NP.fa
SRR27181538	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181538/MSA_NS.fa
SRR27181538	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181538/MSA_PB1.fa
SRR27181539	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181539/MSA_HA.fa
SRR27181539	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181539/MSA_MP.fa
SRR27181539	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181539/MSA_NA.fa
SRR27181539	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181539/MSA_NP.fa
SRR27181539	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181539/MSA_NS.fa
SRR27181539	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181539/MSA_PA.fa
SRR27181539	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181539/MSA_PB1.fa
SRR27181539	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181539/MSA_PB2.fa
SRR27181540	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181540/MSA_PB2.fa
SRR27181541	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181541/MSA_HA.fa
SRR27181541	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181541/MSA_MP.fa
SRR27181541	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181541/MSA_NA.fa
SRR27181541	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181541/MSA_NP.fa
SRR27181541	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181541/MSA_NS.fa
SRR27181541	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181541/MSA_PA.fa
SRR27181541	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181541/MSA_PB1.fa
SRR27181541	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181541/MSA_PB2.fa
SRR27181542	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181542/MSA_HA.fa
SRR27181542	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181542/MSA_MP.fa
SRR27181542	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181542/MSA_NA.fa
SRR27181542	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181542/MSA_NP.fa
SRR27181542	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181542/MSA_NS.fa
SRR27181542	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181542/MSA_PA.fa
SRR27181542	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181542/MSA_PB1.fa
SRR27181542	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181542/MSA_PB2.fa
SRR27181543	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181543/MSA_NS.fa
SRR27181544	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181544/MSA_HA.fa
SRR27181544	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181544/MSA_MP.fa
SRR27181544	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181544/MSA_NA.fa
SRR27181544	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181544/MSA_NP.fa
SRR27181544	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181544/MSA_NS.fa
SRR27181544	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181544/MSA_PA.fa
SRR27181544	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181544/MSA_PB1.fa
SRR27181544	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181544/MSA_PB2.fa
SRR27181545	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181545/MSA_MP.fa
SRR27181545	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181545/MSA_NS.fa
SRR27181546	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181546/MSA_HA.fa
SRR27181546	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181546/MSA_MP.fa
SRR27181546	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181546/MSA_NA.fa
SRR27181546	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181546/MSA_NP.fa
SRR27181546	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181546/MSA_NS.fa
SRR27181546	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181546/MSA_PA.fa
SRR27181546	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181546/MSA_PB1.fa
SRR27181546	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181546/MSA_PB2.fa
SRR27181547	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181547/MSA_HA.fa
SRR27181547	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181547/MSA_MP.fa
SRR27181547	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181547/MSA_NA.fa
SRR27181547	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181547/MSA_NP.fa
SRR27181547	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181547/MSA_NS.fa
SRR27181547	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181547/MSA_PA.fa
SRR27181548	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181548/MSA_HA.fa
SRR27181548	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181548/MSA_MP.fa
SRR27181548	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181548/MSA_NA.fa
SRR27181548	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181548/MSA_NP.fa
SRR27181548	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181548/MSA_NS.fa
SRR27181548	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181548/MSA_PA.fa
SRR27181548	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181548/MSA_PB1.fa
SRR27181548	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181548/MSA_PB2.fa
SRR27181549	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181549/MSA_HA.fa
SRR27181549	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181549/MSA_MP.fa
SRR27181549	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181549/MSA_NA.fa
SRR27181549	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181549/MSA_NP.fa
SRR27181549	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181549/MSA_NS.fa
SRR27181549	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181549/MSA_PA.fa
SRR27181549	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181549/MSA_PB1.fa
SRR27181549	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181549/MSA_PB2.fa
SRR27181550	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181550/MSA_HA.fa
SRR27181550	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181550/MSA_MP.fa
SRR27181550	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181550/MSA_NA.fa
SRR27181550	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181550/MSA_NP.fa
SRR27181550	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181550/MSA_NS.fa
SRR27181550	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181550/MSA_PB1.fa
SRR27181551	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181551/MSA_HA.fa
SRR27181551	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181551/MSA_MP.fa
SRR27181551	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181551/MSA_NA.fa
SRR27181551	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181551/MSA_NP.fa
SRR27181551	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181551/MSA_NS.fa
SRR27181551	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181551/MSA_PA.fa
SRR27181551	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181551/MSA_PB1.fa
SRR27181551	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181551/MSA_PB2.fa
SRR27181553	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181553/MSA_HA.fa
SRR27181553	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181553/MSA_MP.fa
SRR27181553	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181553/MSA_NA.fa
SRR27181553	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181553/MSA_NP.fa
SRR27181553	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181553/MSA_NS.fa
SRR27181553	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181553/MSA_PB1.fa
SRR27181553	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181553/MSA_PB2.fa
SRR27181554	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181554/MSA_HA.fa
SRR27181554	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181554/MSA_MP.fa
SRR27181554	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181554/MSA_NA.fa
SRR27181554	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181554/MSA_NP.fa
SRR27181554	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181554/MSA_NS.fa
SRR27181554	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181554/MSA_PA.fa
SRR27181554	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181554/MSA_PB1.fa
SRR27181554	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181554/MSA_PB2.fa
SRR27181555	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181555/MSA_HA.fa
SRR27181555	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181555/MSA_MP.fa
SRR27181555	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181555/MSA_NA.fa
SRR27181555	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181555/MSA_NP.fa
SRR27181555	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181555/MSA_NS.fa
SRR27181555	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181555/MSA_PA.fa
SRR27181555	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181555/MSA_PB1.fa
SRR27181555	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181555/MSA_PB2.fa
SRR27181556	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181556/MSA_MP.fa
SRR27181556	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181556/MSA_NS.fa
SRR27181557	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181557/MSA_HA.fa
SRR27181557	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181557/MSA_MP.fa
SRR27181557	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181557/MSA_NA.fa
SRR27181557	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181557/MSA_NP.fa
SRR27181557	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181557/MSA_NS.fa
SRR27181557	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181557/MSA_PB1.fa
SRR27181558	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181558/MSA_HA.fa
SRR27181558	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181558/MSA_MP.fa
SRR27181558	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181558/MSA_NA.fa
SRR27181558	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181558/MSA_NP.fa
SRR27181558	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181558/MSA_NS.fa
SRR27181558	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181558/MSA_PA.fa
SRR27181558	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181558/MSA_PB1.fa
SRR27181558	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181558/MSA_PB2.fa
SRR27181559	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181559/MSA_MP.fa
SRR27181559	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181559/MSA_NP.fa
SRR27181559	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181559/MSA_NS.fa
SRR27181559	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181559/MSA_PB1.fa
SRR27181559	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181559/MSA_PB2.fa
SRR27181560	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181560/MSA_HA.fa
SRR27181560	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181560/MSA_MP.fa
SRR27181560	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181560/MSA_NA.fa
SRR27181560	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181560/MSA_NP.fa
SRR27181560	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181560/MSA_NS.fa
SRR27181560	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181560/MSA_PA.fa
SRR27181560	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181560/MSA_PB1.fa
SRR27181560	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181560/MSA_PB2.fa
SRR27181561	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181561/MSA_HA.fa
SRR27181561	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181561/MSA_MP.fa
SRR27181561	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181561/MSA_NA.fa
SRR27181561	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181561/MSA_NP.fa
SRR27181561	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181561/MSA_NS.fa
SRR27181561	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181561/MSA_PA.fa
SRR27181561	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181561/MSA_PB1.fa
SRR27181561	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181561/MSA_PB2.fa
SRR27181716	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181716/MSA_HA.fa
SRR27181716	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181716/MSA_MP.fa
SRR27181716	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181716/MSA_NA.fa
SRR27181716	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181716/MSA_NP.fa
SRR27181716	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181716/MSA_NS.fa
SRR27181716	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181716/MSA_PB1.fa
SRR27181717	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181717/MSA_HA.fa
SRR27181717	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181717/MSA_MP.fa
SRR27181717	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181717/MSA_NA.fa
SRR27181717	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181717/MSA_NP.fa
SRR27181717	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181717/MSA_NS.fa
SRR27181717	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181717/MSA_PA.fa
SRR27181717	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181717/MSA_PB1.fa
SRR27181717	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181717/MSA_PB2.fa
SRR27181718	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181718/MSA_HA.fa
SRR27181718	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181718/MSA_MP.fa
SRR27181718	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181718/MSA_NA.fa
SRR27181718	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181718/MSA_NP.fa
SRR27181718	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181718/MSA_NS.fa
SRR27181718	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181718/MSA_PA.fa
SRR27181718	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181718/MSA_PB1.fa
SRR27181718	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181718/MSA_PB2.fa
SRR27181719	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181719/MSA_HA.fa
SRR27181719	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181719/MSA_MP.fa
SRR27181719	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181719/MSA_NP.fa
SRR27181719	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181719/MSA_NS.fa
SRR27181719	PA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181719/MSA_PA.fa
SRR27181719	PB1	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181719/MSA_PB1.fa
SRR27181719	PB2	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181719/MSA_PB2.fa
SRR27181720	HA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181720/MSA_HA.fa
SRR27181720	MP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181720/MSA_MP.fa
SRR27181720	NA	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181720/MSA_NA.fa
SRR27181720	NP	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181720/MSA_NP.fa
SRR27181720	NS	0	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_vapor_vaporClustRef/SRR27181720/MSA_NS.fa
